BAW59T,EGLL,LGAV,A20N,07:45,,507,,,
SHT6G,EGLL,EGPF,A320,07:30,,513,,,
BAW27CE,EGLL,GCRR,A20N,07:30,,503,,,
FIN8AK,EGLL,EFHK,A320,07:30,,309,,,
DLH2VV,EGLL,EDDF,A20N,07:30,,225,,,
SHT12J,EGLL,EGNT,A320,07:25,,531,,,
BAW2DP,EGLL,LFBO,A319,07:25,,502,,,
BAW90BG,EGLL,LBSF,A320,07:25,,331,,,
BAW478S,EGLL,LEBL,A320,07:25,,311,,,
ITY201,EGLL,LIRF,A320,07:25,,218L,,,
BAW2770,EGLL,EGJJ,A20N,07:20,,545R,,,
BAW64LC,EGLL,LCLK,A20N,07:20,,521,,,
BAW2788,EGLL,LFBD,A320,07:20,,501,,,
BAW304,EGLL,LFPG,A320,07:15,,557,,,
BAW564Y,EGLL,LIML,A320,07:15,,539,,,
BAW8VK,EGLL,ENGM,A320,07:15,,518,,,
BAW902N,EGLL,EDDF,A319,07:10,,592,,,
BAW854,EGLL,LKPR,A320,07:05,,323,,,
BAW5PT,EGLL,LPPT,A320,07:00,,509,,,
SWR359,EGLL,LSGG,BCS1,07:00,,223,,,
THY1988,EGLL,LTFM,A21N,07:00,,217,,,
BAW724,EGLL,LSGG,A20N,06:55,,563,,,
BAW948M,EGLL,EDDM,A20N,06:55,,542,,,
SWR345,EGLL,LSZH,A320,06:55,,218R,,,
BAW2596,EGLL,LIPX,A319,06:50,,573,,,
BAW2712,EGLL,LEMG,A20N,06:50,,512,,,
DLH6VM,EGLL,EDDM,A20N,06:50,,224,,,
BEL2104,EGLL,EBBR,A320,06:50,,220,,,
SHT86L,EGLL,EGAC,A319,06:35,,524,,,
BAW572,EGLL,LIMC,A319,06:35,,506,,,
CPA2252,EGLL,VHHH,A35K,06:35,,340,,,
BAW2730,EGLL,GCTS,A20N,06:30,,508,,,
BAW2652,EGLL,LOWS,A319,06:30,,505,,,
KLM1000,EGLL,EHAM,B738,06:30,,303R,,,
DLH5XU,EGLL,EDDF,A20N,06:30,,226,,,
BAW93G,EGLL,LOWI,A319,06:25,,523,,,
AFR35NA,EGLL,LFPG,A320,06:25,,303L,,,
BAW2780,EGLL,LPMA,A20N,06:20,,553,,,
BAW456,EGLL,LEMD,A319,06:20,,522,,,
BAW2576,EGLL,LIMF,A319,06:10,,527,,,
TAP1363,EGLL,LPPT,A21N,06:00,,241,,,
AUA4MG,EGLL,LOWW,A320,06:00,,219,,,
