EGBB,33,ADMEX1M
EGBB,15,COWLY2Y
EGBB,15,CPT2Y
EGBB,15,DTY2Y
EGBB,33,DTY4F
EGBB,15,LUVUM1L
EGBB,33,LUVUM1M
EGBB,15,TNT1K
EGBB,15,TNT4G
EGBB,33,UMLUX1M
EGBB,33,UNGAP1M
EGBB,15,WCO2Y
EGCC,05L,ASMIM1S
EGCC,05R,ASMIM1Z
EGCC,05L,DESIG1S
EGCC,05R,DESIG1Z
EGCC,23R,EKLAD1R
EGCC,23L,EKLAD1Y
EGCC,23R,KUXEM1R
EGCC,23L,KUXEM1Y
EGCC,23R,LISTO2R
EGCC,05L,LISTO2S
EGCC,23L,LISTO2Y
EGCC,05R,LISTO2Z
EGCC,23R,MONTY1R
EGCC,05L,MONTY1S
EGCC,23L,MONTY1Y
EGCC,05R,MONTY1Z
EGCC,23L,POL1Y
EGCC,05R,POL1Z
EGCC,05L,POL4S
EGCC,23R,POL5R
EGCC,23R,SANBA1R
EGCC,23L,SANBA1Y
EGCC,23R,SONEX1R
EGCC,23L,SONEX1Y
EGCN,20,ROGAG2A
EGCN,02,ROGAG2C
EGCN,20,UPTON2A
EGCN,20,UPTON2B
EGCN,02,UPTON2C
EGCN,20,#UPTON1A
EGCN,20,#UPTON1B
EGCN,02,#UPTON1C
EGFF,12,ALVIN1B
EGFF,30,BCN1A
EGFF,12,BCN1B
EGFF,30,EXMOR1A
EGFF,12,EXMOR1B
EGGD,27,BADIM1X
EGGD,27,BCN1X
EGGD,09,BCN1Z
EGGD,27,EXMOR1X
EGGD,09,EXMOR1Z
EGGD,09,WOTAN1Z
EGGP,27,BARTN1T
EGGP,09,BARTN1V
EGGP,27,NANTI2T
EGGP,09,NANTI2V
EGGP,27,POL4T
EGGP,09,POL5V
EGGP,27,REXAM2T
EGGP,09,REXAM2V
EGGP,27,WAL2T
EGGP,09,WAL2V
EGGW,25,CPT4B
EGGW,07,CPT7C
EGGW,25,DET3Y
EGGW,25,DET8B
EGGW,07,DET7C
EGGW,25,JULIET
EGGW,25,MATCH3Y
EGGW,25,MATCH3B
EGGW,07,MATCH2C
EGGW,25,OLNEY2B
EGGW,07,OLNEY2C
EGGW,07,WHISKEY
EGHI,20,NORRY
EGHI,02,NORRY
EGHI,20,KENET
EGHI,02,KENET
EGHI,20,GWC
EGHI,02,GWC
EGHI,20,NEDUL
EGHI,02,NEDUL
EGHQ,30,DAWLY
EGHQ,12,DAWLY
EGHQ,30,EXMOR
EGHQ,12,EXMOR
EGHQ,30,STU
EGHQ,12,STU
EGHQ,30,LND
EGHQ,12,LND
EGHQ,30,BHD
EGHQ,12,BHD
EGJB,09,LUSIT1E
EGJB,27,LUSIT1W
EGJB,09,DIN2E
EGJB,27,DIN2W
EGJB,09,GULDA1E
EGJB,27,GULDA1W
EGJB,09,LERAK1F
EGJB,27,LERAK1X
EGJB,09,ORIST1F
EGJB,27,ORIST1X
EGJB,09,ORTAC3E
EGJB,27,ORTAC3W
EGJB,09,ORVAL1E
EGJB,27,ORVAL1W
EGJB,09,SKERY3E
EGJB,27,SKERY3W
EGJB,09,#CAN1E
EGJB,27,#CAN1W
EGJJ,08,BENIX3B
EGJJ,26,BENIX5A
EGJJ,08,LUSIT1B
EGJJ,26,LUSIT1A
EGJJ,26,DIN3A
EGJJ,08,DIN2B
EGJJ,26,LERAK2A
EGJJ,08,LERAK2B
EGJJ,26,ORIST1C
EGJJ,08,ORIST1D
EGJJ,26,ORTAC3A
EGJJ,08,ORTAC2B
EGJJ,26,ORVAL1A
EGJJ,08,ORVAL1B
EGJJ,26,SKERY3A
EGJJ,08,SKERY2B
EGJJ,08,OYSTA2B
EGJJ,26,TUNIT3A
EGJJ,08,TUNIT2B
EGJJ,08,#CAN2B
EGJJ,26,#CAN2A
EGKK,26L,BIG26L
