EGAA,1F,CARGO,H,1
EGAA,2F,CARGO,H,1
EGAA,3F,CARGO,H,1
EGAA,4F,CARGO,H,1
EGAA,5F,CARGO,H,1
EGAA,6F,CARGO,H,1
EGAA,9,DOMESTIC,UM,1
EGAA,10,DOMESTIC,UM,1
EGAA,11,DOMESTIC,UM,1
EGAA,12,DOMESTIC,UM,1
EGAA,13,DOMESTIC,UM,1
EGAA,14,DOMESTIC,UM,1
EGAA,15,DOMESTIC,UM,1
EGAA,16,DOMESTIC,UM,1
EGAA,16A,DOMESTIC,UM,1
EGAA,17,DOMESTIC,UM,1
EGAA,18,DOMESTIC,UM,1
EGAA,21,INTERNATIONAL,UM,1
EGAA,22,INTERNATIONAL,UM,1
EGAA,24,INTERNATIONAL,UM,1
EGAA,25,INTERNATIONAL,UM,1
EGAA,25A,INTERNATIONAL,UM,1
EGAA,26,INTERNATIONAL,UM,1
EGAA,27,INTERNATIONAL,UM,1
EGAA,27A,INTERNATIONAL,UM,1
EGAA,28,INTERNATIONAL,UM,1
EGAA,29,INTERNATIONAL,UM,1
EGAA,29A,INTERNATIONAL,UM,1
EGAC,1,,LM,1
EGAC,2,,LM,1
EGAC,3,,LM,1
EGAC,4,,LM,1
EGAC,5,,LM,1
EGAC,6,,LM,1
EGAC,6A,,LM,1
EGAC,7,,LM,1
EGAC,7A,,LM,1
EGAC,8,,LM,1
EGAC,9,,LM,1
EGAC,10,,LM,1
EGAE,1,,LM,1
EGAE,2,,LM,1
EGAE,3,,LM,1
EGAE,4,,LM,1
EGAE,4A,,LM,1
EGBB,1,,LM,1
EGBB,2,,LM,1
EGBB,3,,LM,1
EGBB,4,,LM,1
EGBB,5,,LM,1
EGBB,6,,LM,1
EGBB,7,,LM,1
EGBB,8L,,LM,1
EGBB,8C,,LM,1
EGBB,8R,,LM,1
EGBB,10,,LM,1
EGBB,11,,LM,1
EGBB,12,,LM,1
EGBB,13,,LM,1
EGBB,14,,LM,1
EGBB,15,,LM,1
EGBB,16,,LM,1
EGBB,20,,LM,1
EGBB,21,,LM,1
EGBB,22,,LM,1
EGBB,23,,LM,1
EGBB,24,,LM,1
EGBB,25,,LM,1
EGBB,40,,H,1
EGBB,41L,,H,1
EGBB,41R,,H,1
EGBB,42L,,H,1
EGBB,42R,,H,1
EGBB,54L,,H,1
EGBB,54R,,H,1
EGBB,55L,,H,1
EGBB,55R,,H,1
EGBB,56L,,H,1
EGBB,56R,,H,1
EGBB,57L,,H,1
EGBB,57R,,H,1
EGBB,58,,H,1
EGBB,59,,H,1
EGBB,60,,H,1
EGBB,70,,H,0
EGBB,71,,H,0
EGBB,72,,H,0
EGBB,73,,H,0
EGBB,74,,H,0
EGBB,75,,H,0
EGBB,76,,H,0
EGBB,77,,H,0
EGBB,80,,LM,0
EGBB,81,,UM,0
EGBB,82,,UM,0
EGBB,83,,H,0
EGBB,84,,H,0
EGBB,85,,H,0
EGBB,86,,H,0
EGBB,501,CARGO,H,1
EGBB,502A,CARGO,H,0
EGBB,502B,CARGO,H,0
EGBB,502C,CARGO,H,0
EGBB,502D,CARGO,H,0
EGBB,503,CARGO,H,0
EGBB,504L,CARGO,H,0
EGBB,504C,CARGO,H,0
EGBB,504R,CARGO,H,0
EGCC,1,,LM,1,EGCC_T1
EGCC,2,,UM,1,EGCC_T1
EGCC,4,,UM,1,EGCC_T1
EGCC,5,,LM,1,EGCC_T1
EGCC,6,,UM,1,EGCC_T1
EGCC,7,,LM,1,EGCC_T1
EGCC,8,,UM,1,EGCC_T1
EGCC,9,,LM,1,EGCC_T1
EGCC,10,,UM,1,EGCC_T1
EGCC,11,,LM,1,EGCC_T1
EGCC,12,,J,1,EGCC_T1
EGCC,15,,UM,1,EGCC_T1
EGCC,21,,LM,1,EGCC_T1
EGCC,22,,LM,1,EGCC_T1
EGCC,23,,H,1,EGCC_T1
EGCC,24,,LM,1,EGCC_T1
EGCC,25,,LM,1,EGCC_T1
EGCC,26,,LM,1,EGCC_T1
EGCC,27,,H,1,EGCC_T1
EGCC,28,,LM,1,EGCC_T1
